repository,repo_url,file_path,line_number,code_snippet,explanation
jsikyoon/bmaml,https://github.com/jsikyoon/bmaml,bnn.py,48,"    46:                                                           shape=[self.dim_hidden, dim_output],
    47:                                                           initializer=fc_initializer)            
>>> 48:             params['b{}'.format(l + 2)] = tf.Variable(name=scope + '_b{}'.format(l + 2),
    49:                                                       initial_value=tf.random_normal([dim_output], 0.0, 0.01))
    50: ",TF graph-building op inside loop (line 40) with no graph reset. New nodes added every iteration — unbounded graph expansion and memory growth.
jsikyoon/bmaml,https://github.com/jsikyoon/bmaml,bnn.py,118,"    116:             hid = tf.matmul(hid, W_dict['w{}'.format(l + 2)]) + W_dict['b{}'.format(l + 2)]
    117:             if l < (self.num_layers - 1):
>>> 118:                 hid = tf.nn.relu(hid)
    119:         return hid
    120: ",TF graph-building op inside loop (line 115) with no graph reset. New nodes added every iteration — unbounded graph expansion and memory growth.
SleepyBag/DAML,https://github.com/SleepyBag/DAML,ml4.py,63,"    61:                 features.append(self.model[i].build(input_map))
    62:                 logits.append(dense(features[-1], self.cls_cnt))
>>> 63:                 soft_labels.append(tf.nn.softmax(stop(logits[-1]) / self.temperature))
    64:         for i in range(self.model_cnt):
    65:             soft_logits.append([])",TF graph-building op inside loop (line 59) with no graph reset. New nodes added every iteration — unbounded graph expansion and memory growth.
yuanming-hu/fc4,https://github.com/yuanming-hu/fc4,fcn.py,213,"    211:         for scope in conv_scopes:
    212:             with tf.variable_scope(scope, reuse=True):
>>> 213:                 image_summaries.append(conv_summary(tf.get_variable(""weights""), scope))
    214:         self.image_summaries = tf.summary.merge(image_summaries)
    215:         '''",TF graph-building op inside loop (line 211) with no graph reset. New nodes added every iteration — unbounded graph expansion and memory growth.
yuanming-hu/fc4,https://github.com/yuanming-hu/fc4,fcn.py,404,"    402:       if shape not in self.test_nets:
    403:         test_net = {}
>>> 404:         test_net['images'] = tf.placeholder(
    405:             tf.float32, shape=(None, shape[0], shape[1], 3), name='test_images')
    406:         with tf.variable_scope(""FCN"", reuse=True):",TF graph-building op inside loop (line 392) with no graph reset. New nodes added every iteration — unbounded graph expansion and memory growth.
yuanming-hu/fc4,https://github.com/yuanming-hu/fc4,fcn.py,449,"    447:       if shape not in self.test_nets:
    448:         test_net = {}
>>> 449:         test_net['images'] = tf.placeholder(
    450:             tf.float32, shape=(None, shape[0], shape[1], 3), name='test_images')
    451:         with tf.variable_scope(""FCN"", reuse=True):",TF graph-building op inside loop (line 434) with no graph reset. New nodes added every iteration — unbounded graph expansion and memory growth.
yuanming-hu/fc4,https://github.com/yuanming-hu/fc4,fcn.py,527,"    525:       shape = img.shape[:2]
    526:       test_net = {}
>>> 527:       test_net['images'] = tf.placeholder(
    528:           tf.float32, shape=(None, shape[0], shape[1], 3), name='test_images')
    529:       with tf.variable_scope(""FCN"", reuse=True):",TF graph-building op inside loop (line 520) with no graph reset. New nodes added every iteration — unbounded graph expansion and memory growth.
yuanming-hu/fc4,https://github.com/yuanming-hu/fc4,fcn.py,586,"    584: 
    585:           test_net = {}
>>> 586:           test_net['illums'] = tf.placeholder(
    587:               tf.float32, shape=(None, 3), name='test_illums')
    588:           test_net['images'] = tf.placeholder(",TF graph-building op inside loop (line 572) with no graph reset. New nodes added every iteration — unbounded graph expansion and memory growth.
yuanming-hu/fc4,https://github.com/yuanming-hu/fc4,fcn.py,588,"    586:           test_net['illums'] = tf.placeholder(
    587:               tf.float32, shape=(None, 3), name='test_illums')
>>> 588:           test_net['images'] = tf.placeholder(
    589:               tf.float32,
    590:               shape=(None, shape[0], shape[1], 3),",TF graph-building op inside loop (line 572) with no graph reset. New nodes added every iteration — unbounded graph expansion and memory growth.
yuanming-hu/fc4,https://github.com/yuanming-hu/fc4,fcn.py,617,"    615:           print(eval_packed_input.shape)
    616:           eval_rounds = 100
>>> 617:           images_variable = tf.Variable(
    618:               tf.random_normal(
    619:                   eval_packed_input.shape, dtype=tf.float32, stddev=1e-1))",TF graph-building op inside loop (line 572) with no graph reset. New nodes added every iteration — unbounded graph expansion and memory growth.
yuanming-hu/fc4,https://github.com/yuanming-hu/fc4,fcn.py,691,"    689: 
    690:         test_net = {}
>>> 691:         test_net['illums'] = tf.placeholder(
    692:             tf.float32, shape=(None, 3), name='test_illums')
    693:         test_net['images'] = tf.placeholder(",TF graph-building op inside loop (line 678) with no graph reset. New nodes added every iteration — unbounded graph expansion and memory growth.
yuanming-hu/fc4,https://github.com/yuanming-hu/fc4,fcn.py,693,"    691:         test_net['illums'] = tf.placeholder(
    692:             tf.float32, shape=(None, 3), name='test_illums')
>>> 693:         test_net['images'] = tf.placeholder(
    694:             tf.float32, shape=(None, shape[0], shape[1], 3), name='test_images')
    695:         with tf.variable_scope(""FCN"", reuse=True):",TF graph-building op inside loop (line 678) with no graph reset. New nodes added every iteration — unbounded graph expansion and memory growth.
rodsveiga/PINNs,https://github.com/rodsveiga/PINNs,ns.py,90,"    88:         for l in range(0,num_layers-1):
    89:             W = self.xavier_init(size=[layers[l], layers[l+1]])
>>> 90:             b = tf.Variable(tf.zeros([1,layers[l+1]], dtype=tf.float32), dtype=tf.float32)
    91:             weights.append(W)
    92:             biases.append(b)        ",TF graph-building op inside loop (line 88) with no graph reset. New nodes added every iteration — unbounded graph expansion and memory growth.
JinwooWang/Deep-Learning-For-Analog-Circuit-Sizing,https://github.com/JinwooWang/Deep-Learning-For-Analog-Circuit-Sizing,DNN.py,128,"    126:     for i in range(additional_layer):
    127:         with tf.variable_scope('layer%s'%str(i+100)) as vc:
>>> 128:             weights = tf.get_variable(name='weights', shape=[1024, 1024], initializer=tf.random_normal_initializer(stddev=0.02))
    129:             biases = tf.get_variable(name='biases', shape=[1024], initializer=tf.constant_initializer(0.))
    130:             fc6 = tf.nn.relu(tf.matmul(fc6, weights) + biases)",TF graph-building op inside loop (line 126) with no graph reset. New nodes added every iteration — unbounded graph expansion and memory growth.
JinwooWang/Deep-Learning-For-Analog-Circuit-Sizing,https://github.com/JinwooWang/Deep-Learning-For-Analog-Circuit-Sizing,DNN.py,129,"    127:         with tf.variable_scope('layer%s'%str(i+100)) as vc:
    128:             weights = tf.get_variable(name='weights', shape=[1024, 1024], initializer=tf.random_normal_initializer(stddev=0.02))
>>> 129:             biases = tf.get_variable(name='biases', shape=[1024], initializer=tf.constant_initializer(0.))
    130:             fc6 = tf.nn.relu(tf.matmul(fc6, weights) + biases)
    131:             if regularizer is not None:",TF graph-building op inside loop (line 126) with no graph reset. New nodes added every iteration — unbounded graph expansion and memory growth.
JinwooWang/Deep-Learning-For-Analog-Circuit-Sizing,https://github.com/JinwooWang/Deep-Learning-For-Analog-Circuit-Sizing,DNN.py,130,"    128:             weights = tf.get_variable(name='weights', shape=[1024, 1024], initializer=tf.random_normal_initializer(stddev=0.02))
    129:             biases = tf.get_variable(name='biases', shape=[1024], initializer=tf.constant_initializer(0.))
>>> 130:             fc6 = tf.nn.relu(tf.matmul(fc6, weights) + biases)
    131:             if regularizer is not None:
    132:                 tf.add_to_collection('losses', regularizer(weights))",TF graph-building op inside loop (line 126) with no graph reset. New nodes added every iteration — unbounded graph expansion and memory growth.
anxie/meta_classifier,https://github.com/anxie/meta_classifier,msc.py,111,"    109:                 task_accuracya = tf.contrib.metrics.accuracy(tf.argmax(tf.nn.softmax(task_outputa), 1), tf.argmax(labela, 1))
    110:                 for j in range(num_updates):
>>> 111:                     task_accuraciesb.append(tf.contrib.metrics.accuracy(tf.argmax(tf.nn.softmax(task_outputbs[j]), 1), tf.argmax(labelb, 1)))
    112:                 task_output.extend([task_accuracya, task_accuraciesb])
    113:                 task_output.extend([[fast_weights[key] for key in weights.keys()]])",TF graph-building op inside loop (line 110) with no graph reset. New nodes added every iteration — unbounded graph expansion and memory growth.
anxie/meta_classifier,https://github.com/anxie/meta_classifier,msc.py,177,"    175:                 print(""Using VGG weights"")
    176:                 dim_output = 64
>>> 177:                 weights['conv%d_w' % (i+1)] = tf.get_variable('conv%d_w' % (i+1), [k, k, dim_input, dim_output], initializer=conv_initializer, dtype=dtype, trainable=False)
    178:                 weights['conv%d_b' % (i+1)] = tf.Variable(tf.zeros([dim_output]), trainable=False)
    179:                 vgg_weights = h5py.File(FLAGS.vgg_path, 'r')",TF graph-building op inside loop (line 165) with no graph reset. New nodes added every iteration — unbounded graph expansion and memory growth.
anxie/meta_classifier,https://github.com/anxie/meta_classifier,msc.py,178,"    176:                 dim_output = 64
    177:                 weights['conv%d_w' % (i+1)] = tf.get_variable('conv%d_w' % (i+1), [k, k, dim_input, dim_output], initializer=conv_initializer, dtype=dtype, trainable=False)
>>> 178:                 weights['conv%d_b' % (i+1)] = tf.Variable(tf.zeros([dim_output]), trainable=False)
    179:                 vgg_weights = h5py.File(FLAGS.vgg_path, 'r')
    180:                 conv_weight = vgg_weights['block1_conv%d' % (i+1)]['block1_conv%d_W_1:0' % (i+1)][...]",TF graph-building op inside loop (line 165) with no graph reset. New nodes added every iteration — unbounded graph expansion and memory growth.
anxie/meta_classifier,https://github.com/anxie/meta_classifier,msc.py,185,"    183:                 weights['conv%d_b' % (i+1)].assign(conv_bias)
    184:             else:
>>> 185:                 weights['conv%d_w' % (i+1)] = tf.get_variable('conv%d_w' % (i+1), [k, k, dim_input, dim_output], initializer=conv_initializer, dtype=dtype)
    186:                 weights['conv%d_b' % (i+1)] = tf.Variable(tf.zeros([dim_output]))
    187: ",TF graph-building op inside loop (line 165) with no graph reset. New nodes added every iteration — unbounded graph expansion and memory growth.
anxie/meta_classifier,https://github.com/anxie/meta_classifier,msc.py,186,"    184:             else:
    185:                 weights['conv%d_w' % (i+1)] = tf.get_variable('conv%d_w' % (i+1), [k, k, dim_input, dim_output], initializer=conv_initializer, dtype=dtype)
>>> 186:                 weights['conv%d_b' % (i+1)] = tf.Variable(tf.zeros([dim_output]))
    187: 
    188:         for i in range(self.num_fc_layers):",TF graph-building op inside loop (line 165) with no graph reset. New nodes added every iteration — unbounded graph expansion and memory growth.
anxie/meta_classifier,https://github.com/anxie/meta_classifier,msc.py,197,"    195:                 dim_output = self.dim_output
    196: 
>>> 197:             weights['fc%d_w' % (i+1)] = tf.Variable(tf.truncated_normal([dim_input, dim_output], stddev=0.01))
    198:             weights['fc%d_b' % (i+1)] = tf.Variable(tf.zeros([dim_output]))
    199: ",TF graph-building op inside loop (line 188) with no graph reset. New nodes added every iteration — unbounded graph expansion and memory growth.
anxie/meta_classifier,https://github.com/anxie/meta_classifier,msc.py,198,"    196: 
    197:             weights['fc%d_w' % (i+1)] = tf.Variable(tf.truncated_normal([dim_input, dim_output], stddev=0.01))
>>> 198:             weights['fc%d_b' % (i+1)] = tf.Variable(tf.zeros([dim_output]))
    199: 
    200:         return weights",TF graph-building op inside loop (line 188) with no graph reset. New nodes added every iteration — unbounded graph expansion and memory growth.
FireFYF/modulatedautoencoder,https://github.com/FireFYF/modulatedautoencoder,mae.py,250,"    248:     list_ops = [main_step]
    249:     for i, entropy_bottleneck in enumerate(entropy_bottlenecks):
>>> 250:         aux_optimizers.append(tf.train.AdamOptimizer(learning_rate=1e-3))
    251:         # aux_optimizers.append(tf.train.AdamOptimizer(learning_rate=learning_rate_placeholder_rate))
    252:         list_ops.append(aux_optimizers[i].minimize(entropy_bottleneck.losses[0]))",TF graph-building op inside loop (line 249) with no graph reset. New nodes added every iteration — unbounded graph expansion and memory growth.
leoli3024/Portrait_FCN_and_3D_Reconstruction,https://github.com/leoli3024/Portrait_FCN_and_3D_Reconstruction,fcn.py,74,"    72:             current = utils.conv2d_basic(current, kernels, bias)
    73:         elif kind == 'relu':
>>> 74:             current = tf.nn.relu(current, name=name)
    75:             if FLAGS.debug:
    76:                 utils.add_activation_summary(current)",TF graph-building op inside loop (line 62) with no graph reset. New nodes added every iteration — unbounded graph expansion and memory growth.
SY575/DeepFFM,https://github.com/SY575/DeepFFM,nn.py,133,"    131:                     self.y_deep = self.batch_norm_layer(self.y_deep, train_phase=self.train_phase, scope_bn=""bn_%d"" %i) # None * layer[i] * 1
    132:                 self.y_deep = self.deep_layers_activation(self.y_deep)
>>> 133:                 self.y_deep = tf.nn.dropout(self.y_deep, self.dropout_keep_deep[1+i]) # dropout at each Deep layer
    134:             self.y_deep = tf.layers.dense(inputs=self.y_deep, units=self.deep_layers[-1], activation=self.deep_layers_activation)
    135:             ",TF graph-building op inside loop (line 127) with no graph reset. New nodes added every iteration — unbounded graph expansion and memory growth.
SY575/DeepFFM,https://github.com/SY575/DeepFFM,nn.py,206,"    204:         for i in range(1, num_layer):
    205:             glorot = np.sqrt(2.0 / (self.deep_layers[i-1]))
>>> 206:             weights[""layer_%d"" % i] = tf.Variable(
    207:                 np.random.normal(loc=0, scale=glorot, size=(self.deep_layers[i-1], self.deep_layers[i])),
    208:                 dtype=np.float32)  # layers[i-1] * layers[i]",TF graph-building op inside loop (line 204) with no graph reset. New nodes added every iteration — unbounded graph expansion and memory growth.
EternityZY/FCN-TensorFlow,https://github.com/EternityZY/FCN-TensorFlow,FCN.py,59,"    57:             current = utils.conv2d_basic(current, kernels, bias)        # 前向传播结果 current
    58:         elif kind == 'relu':
>>> 59:             current = tf.nn.relu(current, name=name)    # relu1_1
    60:             if FLAGS.debug:     # 是否开启debug模式 true / false
    61:                 utils.add_activation_summary(current)       # 画图",TF graph-building op inside loop (line 49) with no graph reset. New nodes added every iteration — unbounded graph expansion and memory growth.
one-leaf/tensorflow,https://github.com/one-leaf/tensorflow,4_cnn_captcha/4.py,60,"    58:         # tf.contrib.layers.xavier_initializer_conv2d 按照 Xavier
    59:         # 方式初始化，好处是在所有层上保持大致相同的梯度，机器学习专用
>>> 60:         W = tf.get_variable(
    61:             ""filter"", filter_shape, initializer=tf.contrib.layers.xavier_initializer_conv2d())
    62:         b = tf.get_variable('bias', [filter_nums[i]],",TF graph-building op inside loop (line 50) with no graph reset. New nodes added every iteration — unbounded graph expansion and memory growth.
one-leaf/tensorflow,https://github.com/one-leaf/tensorflow,4_cnn_captcha/4.py,62,"    60:         W = tf.get_variable(
    61:             ""filter"", filter_shape, initializer=tf.contrib.layers.xavier_initializer_conv2d())
>>> 62:         b = tf.get_variable('bias', [filter_nums[i]],
    63:                             initializer=tf.constant_initializer(0.0))
    64:         W_conv = tf.nn.conv2d(input, W, strides=[1, 1, 1, 1],  padding='SAME')",TF graph-building op inside loop (line 50) with no graph reset. New nodes added every iteration — unbounded graph expansion and memory growth.
one-leaf/tensorflow,https://github.com/one-leaf/tensorflow,4_cnn_captcha/4.py,64,"    62:         b = tf.get_variable('bias', [filter_nums[i]],
    63:                             initializer=tf.constant_initializer(0.0))
>>> 64:         W_conv = tf.nn.conv2d(input, W, strides=[1, 1, 1, 1],  padding='SAME')
    65:         conv = tf.nn.relu(tf.nn.bias_add(W_conv, b))
    66:         if pool_types[i] == 'avg':",TF graph-building op inside loop (line 50) with no graph reset. New nodes added every iteration — unbounded graph expansion and memory growth.
one-leaf/tensorflow,https://github.com/one-leaf/tensorflow,4_cnn_captcha/4.py,65,"    63:                             initializer=tf.constant_initializer(0.0))
    64:         W_conv = tf.nn.conv2d(input, W, strides=[1, 1, 1, 1],  padding='SAME')
>>> 65:         conv = tf.nn.relu(tf.nn.bias_add(W_conv, b))
    66:         if pool_types[i] == 'avg':
    67:             pool = tf.nn.avg_pool(conv, ksize=[1, pool_scale[i], pool_scale[i], 1], strides=[",TF graph-building op inside loop (line 50) with no graph reset. New nodes added every iteration — unbounded graph expansion and memory growth.
one-leaf/tensorflow,https://github.com/one-leaf/tensorflow,4_cnn_captcha/4.py,67,"    65:         conv = tf.nn.relu(tf.nn.bias_add(W_conv, b))
    66:         if pool_types[i] == 'avg':
>>> 67:             pool = tf.nn.avg_pool(conv, ksize=[1, pool_scale[i], pool_scale[i], 1], strides=[
    68:                                   1, pool_scale[i], pool_scale[i], 1], padding='SAME')
    69:         else:",TF graph-building op inside loop (line 50) with no graph reset. New nodes added every iteration — unbounded graph expansion and memory growth.
one-leaf/tensorflow,https://github.com/one-leaf/tensorflow,4_cnn_captcha/4.py,70,"    68:                                   1, pool_scale[i], pool_scale[i], 1], padding='SAME')
    69:         else:
>>> 70:             pool = tf.nn.max_pool(conv, ksize=[1, pool_scale[i], pool_scale[i], 1], strides=[
    71:                                   1, pool_scale[i], pool_scale[i], 1], padding='SAME')
    72:         conv_pools.append(pool)",TF graph-building op inside loop (line 50) with no graph reset. New nodes added every iteration — unbounded graph expansion and memory growth.
one-leaf/tensorflow,https://github.com/one-leaf/tensorflow,4_cnn_captcha/4.py,107,"    105:         # tf.contrib.layers.xavier_initializer 按照 Xavier
    106:         # 方式初始化，好处是在所有层上保持大致相同的梯度，机器学习专用
>>> 107:         W = tf.get_variable(""weights"", [in_size, hidden_sizes[
    108:                             i]], initializer=tf.contrib.layers.xavier_initializer())
    109:         b = tf.get_variable(",TF graph-building op inside loop (line 93) with no graph reset. New nodes added every iteration — unbounded graph expansion and memory growth.
one-leaf/tensorflow,https://github.com/one-leaf/tensorflow,4_cnn_captcha/4.py,109,"    107:         W = tf.get_variable(""weights"", [in_size, hidden_sizes[
    108:                             i]], initializer=tf.contrib.layers.xavier_initializer())
>>> 109:         b = tf.get_variable(
    110:             ""biases"", [hidden_sizes[i]], initializer=tf.constant_initializer(0.0))
    111:         # 常用激活函数",TF graph-building op inside loop (line 93) with no graph reset. New nodes added every iteration — unbounded graph expansion and memory growth.
